ID,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
36889,2669,3,1,Rural,1976,366826.9367208576
36890,2860,2,2,Rural,2001,292039.51760566054
36891,2237,4,2,Rural,1980,218094.72795823577
36892,2463,5,1,Rural,1955,302304.7609860879
36893,2642,3,1,Suburb,1962,373989.68621126696
36894,1011,3,1,Rural,2015,78596.6492281619
36895,2555,4,3,Rural,1952,282420.65328663634
36896,1766,5,1,Urban,2001,243601.34639876892
36897,2755,4,1,Suburb,1961,297150.3289323471
36898,2092,2,2,Rural,1999,180467.54486171424
36899,1655,4,3,Urban,2016,297594.55415003136
36900,2536,3,3,Suburb,2003,272190.09129781794
36901,2812,2,3,Suburb,1970,362904.4721934419
36902,2020,5,1,Urban,1993,213038.5699800628
36903,1196,5,2,Rural,1980,164603.99277519586
36904,1110,4,2,Suburb,1993,135493.29698372365
36905,2464,2,2,Rural,1967,347484.6459153271
36906,2017,2,2,Rural,2009,156990.28442161717
36907,2433,4,1,Suburb,2007,246747.99466399325
36908,2207,4,3,Urban,1999,229503.03576816287
36909,1132,5,3,Rural,1975,134815.3595102052
36910,1437,3,2,Rural,1975,49052.37096077934
36911,2680,4,2,Urban,2011,325068.3920661244
36912,1338,5,1,Suburb,1976,148323.22211209632
36913,2672,4,2,Urban,2011,353996.6221443691
36914,2045,3,3,Urban,2008,284275.1582986325
36915,1597,5,1,Rural,1957,172280.06527021615
36916,2193,3,3,Rural,1953,277308.040316342
36917,2170,3,2,Urban,2005,171145.01280197193
36918,2594,3,2,Rural,1973,402597.5605816875
36919,1608,5,1,Suburb,1952,163722.4421696788
36920,1368,3,3,Suburb,2020,141275.27494159405
36921,2461,3,3,Urban,2016,211562.07580016903
36922,1950,3,3,Suburb,2000,286641.18840509537
36923,1525,2,1,Urban,1986,216744.9929260576
36924,2608,3,3,Urban,2016,335256.3254531484
36925,1642,4,1,Rural,1997,154462.7557461388
36926,2235,2,2,Suburb,2014,272761.6554527947
36927,1207,5,3,Suburb,2011,127253.0920434404
36928,1148,3,2,Suburb,1995,107292.15669058528
36929,2674,2,3,Urban,1988,314809.9004376016
36930,1329,5,1,Rural,1957,242894.65810508173
36931,2899,2,1,Urban,2016,419984.11208049394
36932,1250,5,3,Urban,1969,171909.12530032944
36933,2574,5,1,Rural,1952,325651.87903683155
36934,2413,2,1,Urban,1981,210287.6162636316
36935,2278,3,2,Suburb,1953,300626.90253753465
36936,2672,2,3,Suburb,1961,252543.3520730156
36937,2826,4,3,Rural,1955,349820.450095255
36938,2832,4,3,Suburb,2009,344370.2997085372
36939,1263,2,2,Suburb,1984,88415.7342424332
36940,2382,5,1,Urban,1951,237196.40786457623
36941,2602,5,2,Urban,1985,256162.256754512
36942,1771,4,2,Suburb,1983,191862.16485210575
36943,2602,5,3,Suburb,1967,261599.7428305515
36944,2613,3,3,Rural,1954,221977.5328732412
36945,2614,3,2,Urban,1998,257664.89152594685
36946,1714,5,2,Rural,1954,195235.42702088837
36947,2640,5,2,Urban,2011,303611.3906554021
36948,1668,4,2,Rural,2009,272866.0820525172
36949,2493,5,1,Rural,1966,158454.72548434476
36950,1005,5,3,Urban,1987,107559.52245596462
36951,1690,4,3,Suburb,2010,278729.9491865408
36952,2053,2,2,Rural,1960,211118.1085224524
36953,2746,3,3,Urban,1981,321374.6392029699
36954,2977,2,3,Urban,1951,354261.5466027233
36955,2140,2,2,Urban,1996,233106.1942332177
36956,1754,2,1,Suburb,1993,238336.47102256265
36957,2383,2,1,Urban,1987,312963.16035411163
36958,1498,2,1,Suburb,2020,186466.8056715589
36959,2841,5,3,Suburb,1956,297218.4852129191
36960,1579,5,3,Urban,1973,199269.2734058604
36961,2782,5,2,Urban,1968,321339.2358448933
36962,1378,3,3,Urban,2005,127154.25306182452
36963,1543,4,2,Rural,1958,177539.03657238474
36964,2165,5,1,Suburb,1987,266680.0918814003
36965,2970,2,3,Suburb,2019,271877.4672284469
36966,2868,5,3,Urban,2016,339124.7915361621
36967,2561,2,3,Rural,1972,285927.790444218
36968,2333,5,1,Urban,2006,323516.4801845898
36969,1892,2,2,Urban,1955,217388.4919239638
36970,1904,2,2,Rural,1977,240024.55099298852
36971,2185,3,1,Urban,2014,217703.5107967794
36972,1461,3,1,Suburb,1966,92423.2160585575
36973,1195,3,3,Rural,1959,106219.1114715998
36974,1723,3,2,Suburb,2001,151304.09715952785
36975,2828,2,1,Rural,1989,290875.891001204
36976,2875,2,3,Rural,1981,343437.256697115
36977,2312,4,3,Suburb,1964,231256.1151284552
36978,1620,5,3,Urban,1973,203419.80339091396
36979,1119,3,3,Rural,1959,228640.87018189835
36980,2475,5,2,Rural,2021,234285.0791854757
36981,1461,5,3,Urban,1961,211337.20582986125
36982,2321,2,2,Suburb,1976,249930.1176296619
36983,1813,5,1,Urban,1996,221187.9170846853
36984,1999,4,1,Urban,1997,241699.17556544684
36985,1428,2,2,Suburb,1992,94399.42043384103
36986,1626,5,3,Rural,1994,304625.4896223532
36987,1229,2,3,Suburb,2008,143452.09761391222
36988,1605,2,2,Suburb,1991,172058.3365884807
36989,1023,2,2,Urban,2011,180466.96011869717
36990,1921,4,1,Suburb,1952,269558.54493962915
36991,1178,2,3,Urban,2021,186651.65572582156
36992,2891,4,2,Suburb,1988,263084.3688779879
36993,2873,4,1,Rural,1964,253834.0004277326
36994,1947,5,3,Suburb,2001,219573.26755805087
36995,1390,3,2,Suburb,1986,67171.59527336774
36996,2101,4,1,Urban,1998,307428.788784646
36997,1259,2,1,Urban,1975,183539.89424023053
36998,1426,5,3,Suburb,1984,142512.90831993803
36999,2924,3,2,Suburb,1971,275826.97784967866
37000,2689,4,3,Rural,2019,355995.4437637144
37001,1438,5,1,Suburb,2011,239421.85257646025
37002,2120,5,3,Rural,1956,227869.2237379921
37003,1904,3,1,Urban,2006,169080.62899837384
37004,2961,5,3,Urban,1964,324950.1988989393
37005,2517,2,1,Suburb,1992,252421.2346605236
37006,1157,4,3,Suburb,2000,166495.549001358
37007,1605,4,1,Suburb,1979,215949.70353958305
37008,2785,5,1,Rural,2014,353268.3556152217
37009,1443,2,3,Suburb,1984,129475.4827099142
37010,1545,5,3,Urban,1992,120375.44844869632
37011,2743,5,2,Suburb,1993,277552.60705228784
37012,1427,4,2,Urban,1977,182222.3746910848
37013,1143,4,2,Suburb,1981,202610.26602159257
37014,2977,4,3,Suburb,1974,320975.5493493494
37015,2647,4,1,Urban,2008,293648.30459641706
37016,1085,3,2,Suburb,1973,179021.80599786382
37017,1578,2,2,Urban,2020,222963.0060313572
37018,2255,2,1,Suburb,1977,292558.816438913
37019,2692,4,3,Urban,1971,240724.59067023228
37020,2795,5,3,Urban,2007,318762.9237818097
37021,2969,4,2,Urban,2017,338804.4168819607
37022,2489,3,3,Suburb,1970,285828.6415808981
37023,1147,3,3,Rural,2017,198566.7544279594
37024,1761,2,1,Rural,1961,175388.42065111396
37025,1919,5,1,Urban,2006,259608.58671114317
37026,1156,3,1,Urban,1962,187204.73092820216
37027,1380,2,2,Rural,1992,165967.22736881854
37028,2224,4,2,Urban,1988,267938.9424322745
37029,2137,3,1,Suburb,1970,188775.83176655092
37030,2748,2,3,Rural,1985,348546.130304066
37031,2178,2,2,Urban,2017,252295.1766657711
37032,2640,2,3,Urban,1956,380250.5441505241
37033,2735,4,2,Rural,1954,271855.0361898311
37034,2986,2,2,Rural,1953,282908.0461097909
37035,1805,5,3,Urban,2014,303720.57847044384
37036,1209,2,2,Suburb,1985,259643.69648264805
37037,2046,2,1,Rural,1975,210392.3740023997
37038,2608,3,1,Rural,1980,246470.7701587568
37039,1316,4,1,Urban,1974,53235.89245070699
37040,2192,2,1,Rural,2003,276915.36312904814
37041,2903,2,3,Urban,1968,296012.2256110231
37042,2131,3,3,Urban,1968,155607.7832070438
37043,1267,2,1,Rural,1991,189181.2358658984
37044,1788,5,1,Rural,2008,109080.5902500728
37045,2977,3,3,Suburb,2004,239150.30203573
37046,2338,2,3,Rural,2007,222478.2178802672
37047,2750,3,3,Urban,1996,330389.09585682384
37048,1776,3,1,Urban,1964,125553.38134667996
37049,1724,2,1,Suburb,1982,137721.09735134215
37050,2710,3,3,Rural,1956,230339.6096551352
37051,2008,5,3,Suburb,1987,213572.11960966067
37052,1555,5,1,Rural,1992,131104.3822787015
37053,2464,2,2,Rural,1970,221910.82488593023
37054,1123,5,3,Urban,1978,187091.0564447146
37055,1927,4,1,Rural,1962,211832.2369060186
37056,1065,2,2,Urban,1999,120262.98402362988
37057,1486,4,3,Urban,1974,123004.47967148236
37058,2225,3,1,Suburb,1958,243676.04781591333
37059,2552,3,2,Suburb,1958,226002.7927444186
37060,2722,3,3,Rural,1955,285062.8250355323
37061,2259,3,1,Suburb,1989,305067.6945613905
37062,1811,3,2,Suburb,1991,52041.84697231217
37063,2391,2,1,Suburb,2009,223231.2150034145
37064,1020,2,2,Suburb,1963,132662.43776809255
37065,1524,5,3,Suburb,1959,238377.8484890733
37066,2107,3,2,Rural,1995,379915.5248951285
37067,1198,5,1,Urban,2002,129437.46429665196
37068,1929,4,3,Suburb,1997,158911.6164963799
37069,1737,4,2,Urban,1991,222535.7241390724
37070,1843,2,1,Urban,1997,237660.8212329045
37071,1213,3,1,Suburb,2002,211458.2051861621
37072,2184,3,1,Rural,1950,239528.8741009437
37073,2292,2,1,Suburb,1957,230073.1301845453
37074,1631,2,3,Suburb,1997,202079.89220413603
37075,1165,4,3,Rural,1960,205429.8358758521
37076,2005,4,3,Urban,1965,224765.3841495282
37077,2576,3,3,Urban,1977,323345.08610176464
37078,2908,2,1,Suburb,1969,299214.84618245496
37079,1907,5,3,Suburb,2013,344736.65339861176
37080,2436,2,1,Urban,1995,218072.12688318564
37081,2317,4,1,Rural,1984,265801.91299471585
37082,2083,3,3,Urban,1970,207511.02571117948
37083,2260,3,2,Urban,1960,163043.13285055407
37084,1825,5,1,Rural,2014,213918.085892598
37085,1637,4,3,Rural,2014,157516.0636996189
37086,2262,5,1,Suburb,1998,220010.8516035154
37087,1545,5,3,Suburb,2005,259988.4039004342
37088,1903,5,2,Rural,2008,225023.21057494453
37089,1998,2,2,Suburb,1964,124647.41726067444
37090,2779,2,3,Urban,2007,249683.8567399868
37091,1263,4,3,Urban,1958,184715.0343752769
37092,2767,3,3,Urban,1975,267908.88303163863
37093,1449,5,2,Urban,1963,212824.0432786704
37094,2301,4,1,Suburb,1964,382384.1948695751
37095,1900,3,2,Urban,1968,194929.0549910849
37096,2329,4,3,Suburb,1955,244328.9897196837
37097,1689,3,2,Rural,1991,239867.1982385095
37098,2826,2,1,Urban,1988,352971.0565299112
37099,1028,2,2,Suburb,1985,185418.5517846195
37100,2432,4,3,Rural,2007,305888.8637863953
37101,1735,5,1,Rural,1952,218842.85592722165
37102,1794,3,2,Suburb,2003,65360.74003019754
37103,2034,5,3,Urban,1965,184232.53025236932
37104,1240,2,2,Suburb,1985,123718.06365584358
37105,1348,5,1,Urban,2016,185944.27863951432
37106,1112,2,3,Rural,2006,80507.76360565299
37107,1262,3,1,Suburb,1986,144654.3173630545
37108,1111,5,2,Rural,1951,166895.44723372982
37109,1924,3,2,Suburb,1981,203957.45478076255
37110,2228,4,1,Urban,1966,258243.49496583015
37111,1793,2,2,Urban,2011,193688.5060416537
37112,1245,3,2,Suburb,1963,148778.42497781877
37113,1251,3,1,Suburb,1959,170418.4617898108
37114,2466,3,2,Rural,1994,246841.9385243705
37115,1599,4,1,Suburb,2004,237682.36930803524
37116,2149,3,3,Urban,1989,263147.5721550442
37117,2128,4,2,Urban,1991,152499.7544657649
37118,2277,3,3,Urban,1991,308312.9739911121
37119,1302,4,3,Rural,2018,118957.35323763185
37120,1757,4,2,Rural,2004,253904.74315023416
37121,2966,4,1,Suburb,1990,296741.72406195407
37122,1616,4,3,Suburb,1980,203780.4451808741
37123,2117,3,1,Urban,2004,133224.77218939504
37124,1142,2,3,Rural,1993,161527.3190280167
37125,2577,5,3,Urban,1998,345615.5136719564
37126,1004,5,2,Urban,2012,14683.978462188796
37127,1329,3,1,Suburb,1997,144104.6137096226
37128,2024,5,1,Suburb,1995,253040.83462918125
37129,1906,3,1,Urban,2019,173705.97942262734
37130,2964,3,3,Suburb,1983,262329.3302526529
37131,2119,2,1,Suburb,2012,233735.90263828772
37132,2464,4,2,Rural,1983,249860.63439769292
37133,1960,2,2,Rural,2001,290314.62186586106
37134,2937,4,2,Suburb,2020,309835.1435750183
37135,2935,2,2,Urban,1973,255988.0820186743
37136,1274,2,2,Urban,1993,210118.84632699657
37137,1840,2,3,Urban,1984,161716.1984707044
37138,2399,2,3,Rural,1969,312488.9712068203
37139,2730,2,2,Rural,1988,329252.9692668148
37140,1453,4,3,Urban,2004,233016.7334315123
37141,1260,4,1,Suburb,1981,185985.4053628244
37142,2054,5,2,Suburb,1954,270704.11447245016
37143,1078,3,1,Suburb,2009,47541.73834527092
37144,2835,5,2,Urban,1983,338458.6768382403
37145,2982,5,1,Suburb,1988,346315.5728498515
37146,2927,5,3,Suburb,1988,244920.7411745537
37147,1757,5,3,Urban,1977,142577.55402092065
37148,2441,3,2,Rural,1963,214327.09808624
37149,2996,2,1,Rural,1971,369236.2744931432
37150,1378,2,1,Rural,2014,136137.54978694272
37151,1433,5,3,Rural,1964,234837.3742627033
37152,2625,4,2,Urban,1963,258377.8597693039
37153,2187,3,1,Suburb,1971,277397.9830914018
37154,2141,4,3,Suburb,1961,222936.9866444665
37155,2740,3,3,Suburb,1974,275023.7042344288
37156,1849,2,1,Urban,1993,200876.81193892375
37157,2830,5,3,Rural,1975,272012.265169515
37158,1108,4,3,Rural,2001,142957.56944216823
37159,1690,2,1,Urban,1965,278232.589506036
37160,1318,3,3,Rural,1969,169926.77487105844
37161,2709,4,3,Urban,1970,317025.55456857674
37162,1030,3,2,Rural,1998,89034.40491098119
37163,1837,5,2,Rural,1959,172005.3389689817
37164,1453,5,1,Rural,2017,169585.3388017847
37165,2923,3,2,Suburb,1974,300741.78786376043
37166,1369,5,2,Rural,2006,173409.93196251278
37167,2900,5,2,Rural,2016,277277.4077434874
37168,2260,2,2,Urban,1958,338615.93139701337
37169,2500,3,2,Urban,1995,164647.39992222466
37170,2492,3,2,Suburb,1966,230953.669726658
37171,2079,2,3,Suburb,1959,246456.01948919985
37172,1140,5,1,Urban,1954,166347.73934794587
37173,2312,5,1,Suburb,1979,310246.29649901966
37174,1536,2,2,Urban,1977,168044.75511727016
37175,2042,5,3,Rural,1960,250236.62348269983
37176,1185,2,2,Rural,2000,83073.65758510663
37177,2679,2,3,Rural,1979,248815.8568998413
37178,2714,4,2,Urban,2019,261276.35317335665
37179,2024,3,1,Suburb,1954,238488.83244057195
37180,2308,4,1,Rural,1982,343733.4612602183
37181,2116,3,3,Urban,1970,221885.00500142536
37182,2373,5,1,Suburb,1984,213543.89083442773
37183,2326,5,3,Urban,1997,275244.0812111003
37184,2571,3,1,Rural,1993,254451.24414861883
37185,2780,3,3,Rural,1980,285863.66411760484
37186,2672,5,1,Suburb,1977,316580.03475991526
37187,1395,2,3,Rural,1981,178396.24848410225
37188,1405,3,3,Rural,1975,235194.10409571583
37189,1234,5,2,Suburb,1980,145912.68794710768
37190,1711,2,1,Urban,2010,146479.23049605283
37191,2393,4,3,Suburb,2015,300053.5462320437
37192,1238,5,1,Urban,2015,227220.52771171663
37193,2921,5,1,Urban,2012,309086.58995916264
37194,1908,5,3,Urban,1988,207714.8483576871
37195,2020,5,1,Urban,1993,168281.87138921223
37196,2781,2,1,Rural,1994,356055.20946462883
37197,1530,2,2,Rural,1968,165871.96135865632
37198,2244,2,2,Rural,2013,261801.33622535376
37199,2119,2,3,Urban,1983,270617.9151997159
37200,2863,3,2,Urban,1961,259647.555367158
37201,2409,3,3,Suburb,1967,298248.43071030616
37202,1464,5,3,Suburb,2004,85890.84528067449
37203,2711,4,3,Suburb,2016,260144.60400257405
37204,1624,4,3,Urban,2004,237895.313934835
37205,2964,5,1,Rural,1992,335781.37988220126
37206,2865,4,3,Rural,1990,396933.0890761996
37207,2677,2,2,Rural,2005,266851.1129281729
37208,1458,4,3,Suburb,1966,143672.05066182805
37209,1996,4,3,Rural,1961,287987.0873318372
37210,1187,3,3,Urban,1974,121926.43117691338
37211,2474,4,1,Urban,1969,237609.81746015503
37212,2575,2,1,Suburb,1964,202888.128123889
37213,2153,4,2,Suburb,1989,213296.21878960275
37214,2830,2,2,Suburb,1983,208819.8889154376
37215,2894,2,2,Rural,1955,285729.4851079767
37216,2395,5,1,Urban,2020,365361.1489210271
37217,1723,2,3,Suburb,1952,171474.85334215366
37218,1655,5,3,Urban,1972,215023.38326044296
37219,1638,2,2,Rural,1978,124066.79360304662
37220,2093,2,3,Urban,1976,212975.062775994
37221,1807,5,3,Suburb,1971,246785.2173134396
37222,2892,2,2,Urban,1991,287194.4798344352
37223,1113,3,1,Suburb,2015,76072.5931658136
37224,2708,4,3,Suburb,2004,284986.7128622677
37225,1470,2,2,Suburb,2000,81451.72076649628
37226,2838,2,2,Urban,2013,237215.6429242247
37227,2014,3,1,Rural,1954,253800.56217664148
37228,2288,3,1,Rural,1975,220181.7038938116
37229,1575,2,2,Suburb,2010,248306.81364249476
37230,1491,2,3,Urban,1951,88954.28304663798
37231,2803,5,2,Suburb,1968,204206.26572632164
37232,2756,5,1,Urban,2015,306864.19886441453
37233,2459,3,2,Rural,1980,195014.22162584803
37234,2062,4,3,Rural,1955,262698.53851508634
37235,2716,3,3,Suburb,2015,350177.2535438358
37236,1054,3,3,Urban,1953,89019.89910410356
37237,2807,2,2,Urban,1982,342769.09707955737
37238,2178,5,3,Urban,2003,267670.88694683503
37239,2958,4,3,Urban,2011,381727.1279528818
37240,2142,5,1,Suburb,1999,249760.87318737092
37241,2788,2,2,Rural,2000,409762.0204725415
37242,1753,5,1,Rural,2006,225626.8029096004
37243,1898,5,1,Rural,1970,321406.1603697603
37244,2230,4,2,Suburb,1995,188910.7149368687
37245,2488,3,3,Suburb,1968,295373.9812634774
37246,1338,2,2,Urban,2016,223443.85914245603
37247,1480,5,1,Urban,1954,166343.63513534304
37248,1579,4,3,Urban,1994,181354.171438947
37249,1616,3,2,Suburb,2000,213156.04360157397
37250,1238,4,1,Rural,2015,196855.23698289305
37251,1749,4,1,Rural,1998,158568.91571446724
37252,2043,5,1,Suburb,1955,158461.31811795052
37253,1305,2,1,Urban,2011,170123.20669872084
37254,1846,5,2,Suburb,2017,291200.51816639176
37255,1622,5,2,Rural,1969,143845.41884837835
37256,1077,3,1,Suburb,1975,74187.9248504675
37257,2173,5,2,Urban,1987,238125.5324624695
37258,2525,3,2,Urban,1972,250694.4679860736
37259,2124,5,1,Suburb,2021,288309.8406545681
37260,2625,5,2,Urban,2011,267291.72679706506
37261,2556,4,1,Rural,2011,325181.2572506074
37262,1513,4,3,Urban,1980,201688.5494320584
37263,2265,4,2,Suburb,1999,242474.051442264
37264,2317,2,2,Rural,1988,275787.67463458935
37265,2411,5,3,Urban,2000,290493.4642530106
37266,1882,4,3,Rural,1986,213007.98398954087
37267,2175,2,1,Suburb,2012,223040.95764480368
37268,2560,3,1,Rural,2007,323968.3416162777
37269,2199,2,1,Urban,2009,270652.82436047465
37270,2168,3,3,Suburb,1963,233297.09623688145
37271,2177,2,1,Suburb,1958,239571.88014008355
37272,1052,4,3,Suburb,1999,180973.210648148
37273,2164,2,2,Suburb,1986,232070.6749404057
37274,1211,4,3,Suburb,1984,127235.10737867204
37275,2308,4,1,Rural,1983,209414.60934378483
37276,2082,5,1,Rural,2000,190351.925000055
37277,2275,2,2,Urban,2006,222056.87829946517
37278,1846,2,2,Suburb,1970,179270.39013717315
37279,1997,2,2,Suburb,2006,255967.3809366236
37280,1446,3,3,Rural,1996,141768.83332235317
37281,2473,4,2,Suburb,1983,267641.15919545514
37282,2886,2,1,Rural,1981,285008.91747904755
37283,2184,3,1,Rural,2007,198915.69189792871
37284,2393,4,1,Urban,1992,160100.5868932649
37285,2982,2,3,Suburb,2020,391077.7421749349
37286,2162,5,3,Rural,1976,221934.79985233463
37287,1551,5,3,Urban,2018,210971.4745179137
37288,1380,3,3,Rural,1955,104113.11105525898
37289,1221,3,3,Suburb,1953,218949.2367741824
37290,1956,2,3,Rural,1956,210330.7481730624
37291,1243,5,3,Suburb,1964,109456.15795418112
37292,1984,4,3,Urban,1972,182717.20890586468
37293,1950,3,1,Rural,2005,117139.58058455544
37294,2378,3,2,Urban,2017,223817.34163323388
37295,2289,4,2,Rural,1966,209206.52594200347
37296,2573,3,1,Suburb,1977,231364.1877602572
37297,1534,4,1,Suburb,2000,215571.47420945787
37298,2865,4,1,Urban,2013,321163.40305452223
37299,1765,5,1,Suburb,2013,179284.5564605184
37300,1957,2,2,Rural,1982,111537.0533740258
37301,2401,3,2,Urban,2018,216601.9074210789
37302,2715,2,2,Suburb,1963,341789.4011832512
37303,2789,4,3,Rural,1959,286018.94365702
37304,2543,2,3,Urban,1980,348855.535523366
37305,1031,5,2,Rural,2009,79725.56974197633
37306,2601,4,2,Rural,2014,185899.80052274128
37307,1374,3,2,Rural,2018,147438.06954108234
37308,2714,4,1,Rural,1959,433777.248551289
37309,2730,3,2,Urban,1980,230986.31458692823
37310,1614,5,1,Urban,2019,144137.46280363272
37311,2180,5,3,Suburb,1967,180554.91024492987
37312,2796,2,1,Suburb,2018,284453.769561827
37313,1420,4,1,Rural,1982,190951.90248203423
37314,1527,4,3,Suburb,1970,157272.78262695522
37315,1113,2,2,Rural,2001,98327.5932375506
37316,1805,2,2,Rural,2004,152483.60072104167
37317,1463,4,2,Urban,1998,215679.34420555804
37318,2756,2,1,Suburb,1985,297050.66548437986
37319,1633,2,1,Suburb,1953,164761.09168629436
37320,2751,5,2,Suburb,1967,310953.57072698354
37321,2526,2,1,Rural,2020,227226.1421830659
37322,2697,3,3,Suburb,1953,281324.30984371057
37323,1072,5,3,Urban,1966,100057.27236721644
37324,2623,3,3,Rural,2004,304756.830772608
37325,1098,2,2,Rural,1981,140290.79817375902
37326,2490,4,2,Rural,1975,318653.20696811145
37327,2223,4,2,Rural,1998,254349.12438919817
37328,2572,2,1,Rural,1990,327008.23360229784
37329,1524,4,2,Rural,1990,131521.37966927188
37330,2673,4,2,Rural,1968,280867.0461945111
37331,1856,4,1,Suburb,1950,176484.89894744297
37332,1559,3,2,Suburb,2002,153069.08580902466
37333,1210,4,2,Suburb,2014,156445.82358929666
37334,2065,2,1,Rural,1975,244748.63199285325
37335,1725,2,2,Rural,2013,272348.6282399724
37336,2098,4,1,Rural,1950,175288.0402901249
37337,1734,4,3,Urban,1973,216729.0397138896
37338,1551,2,3,Suburb,1997,84644.74708243352
37339,2376,5,2,Rural,2015,282816.669726696
37340,1444,5,1,Rural,1964,93572.7326716159
37341,2467,4,1,Rural,1989,296547.37948940083
37342,1254,5,2,Urban,1973,140874.89820594146
37343,1638,2,3,Suburb,1951,121689.32775120366
37344,1707,3,2,Suburb,1956,101946.1185959989
37345,1490,3,2,Urban,1964,204782.4689907197
37346,2919,2,2,Rural,1999,263097.1102192021
37347,1106,5,2,Suburb,1968,200548.02085020824
37348,1742,2,3,Rural,1953,248181.02220356732
37349,2229,4,2,Rural,1972,176558.87680438132
37350,2387,4,2,Suburb,1967,340616.8594761466
37351,1097,3,1,Suburb,1979,86630.05433175487
37352,1740,3,3,Urban,1988,169399.98406184738
37353,1354,2,2,Rural,1963,68370.3357012867
37354,1415,3,2,Urban,1967,156362.23461346616
37355,2075,3,3,Urban,2008,255326.6921896374
37356,1314,5,3,Rural,2007,167404.77785951475
37357,1912,3,3,Rural,1985,238832.5759476875
37358,2935,2,2,Urban,1999,311747.58436766925
37359,2262,4,2,Urban,2009,244341.1898199459
37360,2465,2,2,Urban,1954,264515.14755965414
37361,1118,2,1,Urban,2000,208059.67908452675
37362,2470,4,1,Suburb,1964,252923.42599542096
37363,2469,5,2,Urban,1954,220774.5631303028
37364,2923,5,2,Rural,1968,333738.54075102456
37365,1445,2,3,Rural,1956,132126.70422957768
37366,1699,3,2,Rural,1963,150304.54943999165
37367,1381,5,2,Urban,1955,97897.3965389998
37368,1005,5,3,Rural,1958,94043.7282876304
37369,1299,2,3,Rural,1975,94553.05406334047
37370,2233,5,3,Suburb,2012,223987.3503826491
37371,1213,5,2,Suburb,2015,210426.65429121343
37372,1937,2,1,Urban,1990,269463.0345659809
37373,1153,5,3,Rural,1998,114627.05470606175
37374,2782,4,2,Urban,1996,324878.6003733296
37375,2933,5,1,Suburb,1965,247238.3172082584
37376,1547,2,3,Urban,1952,152956.47651644502
37377,1322,2,2,Suburb,2007,113674.8711614252
37378,1157,2,2,Suburb,1962,177996.33907486682
37379,2441,2,3,Rural,1985,275938.44340405986
37380,2335,2,3,Urban,1978,199318.34858087185
37381,2776,4,3,Urban,1979,332712.61703253625
37382,2663,5,2,Rural,1972,280233.19447867473
37383,1789,3,3,Rural,1959,201472.21266293235
37384,2513,5,2,Suburb,1991,348805.52569827944
37385,1426,5,3,Rural,1971,284967.2438810758
37386,2245,5,1,Urban,1996,344268.1043342439
37387,2161,5,2,Rural,1962,143993.07807395927
37388,1651,3,2,Urban,1991,254337.83847518737
37389,1922,3,2,Suburb,1968,203032.9508044208
37390,1404,5,2,Rural,2005,77075.49363805662
37391,2628,5,2,Urban,1987,308175.63984844147
37392,1554,3,2,Suburb,2005,153285.58711498618
37393,2679,5,2,Urban,1956,240016.04752093367
37394,1617,4,3,Rural,1955,178063.66282683812
37395,1699,5,3,Urban,1962,185737.98790037548
37396,2750,4,2,Rural,1994,366548.8223262025
37397,1170,4,3,Suburb,1964,158845.70040222743
37398,2179,2,3,Urban,1950,235825.753848618
37399,1569,4,2,Suburb,2011,172203.17991745062
37400,2070,3,1,Rural,2006,224286.56280360164
37401,1876,5,3,Rural,2002,224748.99048775824
37402,1881,2,1,Suburb,1993,311259.9437936088
37403,1911,4,1,Suburb,2008,216753.28631420535
37404,1163,2,3,Urban,1963,177524.03853106685
37405,2376,3,1,Urban,1981,264244.5850332522
37406,1119,3,2,Suburb,1954,182781.58136240407
37407,2759,3,1,Rural,1967,354966.3321361004
37408,1770,5,3,Suburb,1999,260998.1349336011
37409,2769,5,3,Urban,1961,338442.2635223287
37410,2966,4,2,Urban,1968,362359.1686700246
37411,2014,3,1,Rural,1988,115154.55424372714
37412,1252,5,2,Rural,2009,198010.87202111448
37413,2321,5,1,Urban,1981,263131.6636029269
37414,1419,4,2,Urban,1991,81698.857908841
37415,1025,4,1,Rural,1989,73887.29043958809
37416,2365,2,3,Rural,1961,301463.16705242475
37417,1467,2,1,Suburb,1986,186408.24524710345
37418,2768,2,1,Suburb,2007,257011.74779131325
37419,2037,3,3,Rural,1962,207350.92881939936
37420,2847,5,1,Rural,1992,332986.63842070504
37421,2863,5,2,Rural,1953,277955.2828065936
37422,2648,2,2,Urban,1964,332063.5986208578
37423,2957,5,1,Suburb,2001,482577.163405434
37424,1494,4,2,Suburb,2003,225680.2172792306
37425,2783,5,2,Urban,1969,271752.4089842962
37426,2383,5,2,Urban,1957,319109.0917849048
37427,2243,2,3,Suburb,1997,273621.8113280115
37428,1546,4,2,Rural,2007,146324.60157148025
37429,1217,4,1,Suburb,1958,181025.46694449824
37430,1046,2,1,Rural,1987,161735.08959988356
37431,1509,5,2,Rural,1967,176777.2795802568
37432,2318,3,1,Rural,1952,200481.54612959657
37433,2243,4,2,Urban,1953,226818.6187887423
37434,1890,2,1,Suburb,2015,149764.5429811766
37435,1976,3,1,Urban,1988,193047.3517155295
37436,2371,2,3,Rural,2017,248171.2265902289
37437,2968,5,1,Suburb,1950,213797.15065660427
37438,2362,5,1,Urban,2008,363568.2792819192
37439,1721,4,1,Rural,2002,168107.59873090876
37440,2678,5,3,Suburb,2000,346679.00620805845
